time	V(vrec)
3.514196584742434e-006	2.225879e-004
3.514257541611370e-006	2.225879e-004
3.514318498480305e-006	2.225880e-004
3.514379455349241e-006	2.225881e-004
3.514440412218177e-006	2.225881e-004
3.514501369087112e-006	2.225882e-004
3.514562325956048e-006	2.225882e-004
3.514861336543940e-006	2.225884e-004
3.515134077973329e-006	2.225886e-004
3.515450141829682e-006	2.225886e-004
3.516082269542387e-006	2.225884e-004
3.517015353430117e-006	2.225879e-004
3.517871881289183e-006	2.225874e-004
3.519007513887196e-006	2.225865e-004
3.520262053553639e-006	2.225854e-004
3.522104109135563e-006	2.225834e-004
3.523765933385420e-006	2.225814e-004
3.526447787121485e-006	2.225777e-004
3.530043082335628e-006	2.225720e-004
3.533467941618767e-006	2.225660e-004
3.537587431529136e-006	2.225584e-004
3.542825847441747e-006	2.225489e-004
3.543828521296479e-006	2.225471e-004
3.544831195151211e-006	2.225454e-004
3.545833869005943e-006	2.225437e-004
3.546836542860675e-006	2.225420e-004
3.547839216715407e-006	2.225404e-004
3.548841890570138e-006	2.225388e-004
3.549844564424870e-006	2.225372e-004
3.552369054154533e-006	2.225336e-004
3.554893543884197e-006	2.225303e-004
3.557418033613860e-006	2.225275e-004
3.559942523343523e-006	2.225251e-004
3.562467013073187e-006	2.225232e-004
3.564991502802850e-006	2.225217e-004
3.567515992532513e-006	2.225206e-004
3.570135001503923e-006	2.225201e-004
3.572754010475332e-006	2.225199e-004
3.575373019446741e-006	2.225202e-004
3.577992028418151e-006	2.225210e-004
3.580611037389560e-006	2.225222e-004
3.583230046360970e-006	2.225238e-004
3.585849055332379e-006	2.225259e-004
3.587119223877350e-006	2.225270e-004
3.588389392422322e-006	2.225282e-004
3.589659560967293e-006	2.225294e-004
3.590929729512264e-006	2.225307e-004
3.592199898057236e-006	2.225320e-004
3.593470066602207e-006	2.225334e-004
3.594740235147178e-006	2.225349e-004
3.600841758118856e-006	2.225434e-004
3.606943281090533e-006	2.225510e-004
3.613044804062211e-006	2.225576e-004
3.619146327033889e-006	2.225632e-004
3.625247850005567e-006	2.225678e-004
3.631349372977244e-006	2.225715e-004
3.637450895948921e-006	2.225743e-004
3.645218906077183e-006	2.225727e-004
3.651020151195681e-006	2.225687e-004
3.656821396314179e-006	2.225626e-004
3.662622641432676e-006	2.225544e-004
3.668423886551174e-006	2.225440e-004
3.674225131669671e-006	2.225316e-004
3.680026376788169e-006	2.225171e-004
3.685827621906666e-006	2.225004e-004
3.695009932812437e-006	2.224702e-004
3.704192243718207e-006	2.224391e-004
3.713374554623977e-006	2.224071e-004
3.722556865529747e-006	2.223743e-004
3.731739176435518e-006	2.223406e-004
3.740921487341288e-006	2.223061e-004
3.750103798247058e-006	2.222707e-004
3.770704230022995e-006	2.222080e-004
3.791304661798932e-006	2.221391e-004
3.811905093574869e-006	2.220642e-004
3.832505525350806e-006	2.219832e-004
3.853105957126743e-006	2.218961e-004
3.873706388902680e-006	2.218029e-004
